sop,demo_name,task_id,ablation--model,ablation--is_pairwise,ablation--is_td,ablation--is_kf,ablation--is_act,ablation
"Here is the Standard Operating Procedure (SOP) for the observed workflow:

1. Click on the ""REPORTS"" menu item located in the black vertical navigation sidebar on the far left of the screen. The icon resembles a small bar chart.
2. In the full-screen ""Reports"" menu overlay that appears, navigate to the ""Products"" column (the fourth column from the left) and click on the ""Bestsellers"" link.
3. On the ""Bestsellers Report"" page, locate the ""Filter"" section and click on the text input field labeled ""From"", which is marked with a red asterisk.
4. Type the date ""01/01/2023"" into the ""From"" field to set the start of the reporting period.
5. Click on the text input field labeled ""To"", located directly below the ""From"" field within the ""Filter"" section.
6. Type the date ""01/31/2023"" into the ""To"" field to set the end of the reporting period.
7. Click the orange button labeled ""Show Report"" located in the top right corner of the main content area to apply the filters.
8. Scroll down the page to view the generated table of bestseller records. The table lists products along with their price and order quantity, allowing you to identify the best-selling items for the specified date range.",5 @ 2024-01-05-02-02-06,5,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow:

1. Click on the link labeled ""Advanced Search,"" located directly beneath the main search bar in the header section at the top right of the page.
2. Click on the text input field labeled ""Product Name,"" which is the first field listed under the ""Search Settings"" section.
3. Type the text ""sephora"" into the ""Product Name"" field.
4. Click the blue ""Search"" button located at the bottom of the form to execute the search.
5. On the search results page, click the ""Sort By"" dropdown menu located on the right side of the toolbar above the product grid. The default selection visible is ""Product Name"".
6. Select the ""Price"" option from the dropdown menu to sort the displayed products by cost.
7. Click the arrow icon located immediately to the right of the ""Sort By"" dropdown menu to toggle the sort direction (changing the view to display the most expensive items first).",228 @ 2023-12-26-22-02-47,228,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow:

1. Navigate to the main vertical sidebar on the left side of the screen and click on the ""SALES"" tab, which is represented by a dollar sign icon.
2. A slide-out menu will appear. Click on the ""Orders"" link located at the top of this secondary menu.
3. On the Orders page, click on the ""Filters"" button located in the control bar above the main data grid, positioned between the search bar and the view controls.
4. In the filter panel that expands below the control bar, locate the ""Status"" field on the right side and click on its dropdown input box.
5. From the dropdown list of statuses that appears, select the ""Pending"" option.
6. Click the ""Apply Filters"" button located at the bottom right corner of the expanded filter panel to filter the grid for pending orders.
7. Locate the ""Purchase Date"" column header in the results table and click it once to sort the rows by date (this will initially sort them in ascending order, showing the oldest orders first).
8. Click the ""Purchase Date"" column header a second time to toggle the sort order to descending. This ensures the most recent pending order appears at the top of the list, allowing you to view its ID and Purchase Date.",203 @ 2024-01-13-06-37-19,203,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow ""What is the size configuration of the picture frame I bought 2022"".

1.  Click on the **My Account** link located in the top right header section of the page, next to the ""Sign Out"" link.
2.  On the ""My Account"" dashboard, click on the **My Orders** link located in the left sidebar navigation menu.
3.  The ""My Orders"" list will appear. Scroll down to the bottom of the list and click the **Next Page arrow (> icon)** in the pagination controls to navigate to page 2.
4.  Scroll down to the bottom of page 2 and click the **Next Page arrow (> icon)** again to navigate to page 3.
5.  Locate the order from 2022. Click on the **View Order** link in the ""Action"" column for **Order # 000000154** (dated 12/18/22).
6.  Scroll down the order details page to review the items. Verify that the picture frame is not in this order.
7.  Click on the **My Orders** link in the left sidebar to return to the order list (this resets the view to page 1).
8.  Scroll down to the pagination controls and click on the page number **3**.
9.  Click on the **View Order** link for **Order # 000000184** (dated 12/14/22).
10. Scroll down to review the items. Verify that the picture frame is not in this order.
11. Click on the **My Orders** link in the left sidebar.
12. Scroll down to the pagination controls and click on page number **3**.
13. Click on the **View Order** link for **Order # 000000162** (dated 12/12/22).
14. Scroll down to review the items. Verify that the picture frame is not in this order.
15. Click on the **My Orders** link in the left sidebar.
16. Scroll down to the pagination controls and click on page number **3**.
17. Click on the **View Order** link for **Order # 000000174** (dated 12/4/22).
18. Scroll down to review the items. Verify that the picture frame is not in this order.
19. Click on the **My Orders** link in the left sidebar.
20. Scroll down to the pagination controls and click on page number **3**.
21. Click on the **View Order** link for **Order # 000000164** (dated 11/26/22).
22. Scroll down to review the items. Verify that the picture frame is not in this order.
23. Click on the **My Orders** link in the left sidebar.
24. Scroll down to the pagination controls and click on page number **4**.
25. Click on the **View Order** link for **Order # 000000171** (dated 11/20/22).
26. Scroll down to review the items. Verify that the picture frame is not in this order.
27. Click on the **My Orders** link in the left sidebar.
28. Scroll down to the pagination controls and click on page number **4**.
29. Click on the **View Order** link for **Order # 000000183** (dated 11/11/22).
30. Scroll down to review the items. Verify that the picture frame is not in this order.
31. Click on the **My Orders** link in the left sidebar.
32. Scroll down to the pagination controls and click on page number **4**.
33. Click on the **View Order** link for **Order # 000000176** (dated 10/22/22).
34. Scroll down to review the items. Verify that the picture frame is not in this order.
35. Click on the **My Orders** link in the left sidebar.
36. Scroll down to the pagination controls and click on page number **4**.
37. Click on the **View Order** link for **Order # 000000178** (dated 10/21/22).
38. Scroll down to review the items. Verify that the picture frame is not in this order.
39. Click on the **My Orders** link in the left sidebar.
40. Scroll down to the pagination controls and click on page number **4**.
41. Click on the **View Order** link for **Order # 000000177** (dated 10/18/22).
42. Scroll down to review the items. Verify that the picture frame is not in this order.
43. Click on the **My Orders** link in the left sidebar.
44. Scroll down to the pagination controls and click on page number **4**.
45. Click on the **View Order** link for **Order # 000000185** (dated 10/3/22).
46. Scroll down to review the items. Verify that the picture frame is not in this order.
47. Click on the **My Orders** link in the left sidebar.
48. Scroll down to the pagination controls and click on page number **4**.
49. Click on the **View Order** link for **Order # 000000179** (dated 9/29/22).
50. Scroll down to review the items. Verify that the picture frame is not in this order.
51. Click on the **My Orders** link in the left sidebar.
52. Scroll down to the pagination controls and click on page number **4**.
53. Click on the **View Order** link for **Order # 000000175** (dated 9/1/22).
54. Scroll down to reveal the ""Items Ordered"" section. Locate the item **""Forest Canvas Wall Art Print Green Forest... Framed Wall Art""**.
55. Identify the size configuration at the end of the product name (e.g., **Size16""x24""**) to complete the workflow.",147 @ 2024-01-08-02-17-03,147,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Based on the provided screenshots and actions, here is the Standard Operating Procedure (SOP) for the workflow:

1.  From the ""One Stop Market"" homepage, click on the ""My Account"" link located in the upper-right corner of the header. This link is positioned just above the search bar and to the left of the ""My Wish List"" link.
2.  Once redirected to the ""My Account"" dashboard page, navigate to the sidebar menu located on the left side of the screen. Click on the ""My Orders"" link, which is the second item in the list, situated directly below the ""My Account"" heading and above ""My Downloadable Products"". This action will open the order history table required to view past order details.",47 @ 2023-12-31-18-24-54,47,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow ""Show me the customers who have expressed dissatisfaction with Antonia racer tank"":

1.  From the initial dashboard view, click on the button labeled 'Back' (or the close icon) to dismiss the overlay menu and reveal the main navigation sidebar on the left.
2.  In the charcoal-colored sidebar on the left, click on the **CATALOG** menu item. This will expand the submenu options.
3.  Click on the **Products** link that appears in the expanded submenu directly under ""CATALOG"".
4.  Once the ""Products"" page loads, click into the text input field labeled ""Search by keyword"" located above the product grid on the left side.
5.  Type the text ""Antonia racer tank"" into the search field.
6.  Press the **Enter** key on your keyboard to execute the search.
7.  In the search results grid, locate the row with ID ""1796"" and click on the product name **Antonia Racer Tank** in the ""Name"" column to open the product details.
8.  Scroll down the product detail page until you see the section header titled ""Product Reviews"".
9.  Click on the **Product Reviews** section header to expand the accordion and view the list of customer reviews.
10. The list of reviews will appear. Locate the first review in the list (submitted by user ""Shaunte"" with the title ""Zero support/modesty""). Click on the **Edit** link in the ""Action"" column on the far right of that row.
11. Examine the review details (showing a 2-star rating). Click the **Back** button located at the top left of the ""Edit Review"" content area to return to the product page.
12. Upon returning to the product page, the view may reset to the top. Scroll down the page again to locate the ""Product Reviews"" section.
13. Click on the **Product Reviews** section header to re-expand the list of reviews.
14. Locate the second review in the list (submitted by user ""Merrie"" with the title ""Not for high impact""). Click on the **Edit** link in the ""Action"" column on the far right of that row to view the details of the next dissatisfied customer.",114 @ 2024-01-13-05-31-58,114,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Based on the provided screenshots and actions, here is the standard operating procedure (SOP) for the workflow:

1. Click on the search bar located in the header at the top right of the page, which displays the placeholder text ""Search entire store here..."".
2. Type the phrase ""jaw bruxism"" into the search field.
3. Press the ""Enter"" key on your keyboard to submit the search query.
4. On the search results page, click on the image of the first product displayed on the far left of the product row. The image depicts a transparent dental guard. This will navigate you to the product detail page for the ""AKwell Anti Teeth-Grinding Dental Guard"".",118 @ 2024-01-08-01-14-57,118,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow presented:

1. Click on the ""REPORTS"" menu item located in the left-hand vertical navigation sidebar. This icon is represented by a bar graph and is situated below the ""CONTENT"" menu item.
2. In the ""Reports"" flyout menu that appears, locate the ""Products"" column in the center and click on the ""Bestsellers"" link.
3. On the ""Bestsellers Report"" page, click into the ""From"" date input field located within the ""Filter"" section to begin setting the date range.
4. Type ""01/01/2022"" into the ""From"" field to specify the start date for Quarter 1 2022.
5. Click into the ""To"" date input field located directly below the ""From"" field.
6. Type ""03/31/2022"" into the ""To"" field to specify the end date for Quarter 1 2022.
7. Click the orange ""Show Report"" button located in the top-right corner of the page content area to apply the filters and generate the report.
8. Scroll down the page to review the full list of records and reach the bottom of the ""Bestsellers Report"" table.",1 @ 2023-12-25-15-44-04,1,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Based on the provided screenshots and actions, here is the Standard Operating Procedure (SOP) for the workflow ""List the top 2 search terms in my store"".

1.  From the initial Dashboard view, scroll down to the bottom of the page. You will need to scroll past the ""Average Order,"" ""Last Orders,"" and ""Last Search Terms"" sections until the **Top Search Terms** section is fully visible at the bottom of the screen.
2.  Scroll up the page slightly (approximately 73 pixels) to adjust the view and center the ""Top Search Terms"" table. Read the first two rows in the table to identify the top 2 search terms by ""Uses"" (in this example, ""hollister"" and ""Joust Bag"").",42 @ 2024-01-13-05-03-47,42,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow based on the provided screenshots and actions:

1. Click on the ""My Account"" link located in the navigation header at the top right of the page. This link is situated between the search bar area and the ""My Wish List"" link.
2. On the ""My Account"" dashboard, locate the navigation sidebar menu on the left side of the screen. Click on the ""My Orders"" link, which is the second item in the list, positioned directly below the ""My Account"" heading and above ""My Downloadable Products"".
3. The ""My Orders"" page will load, displaying a table of transaction history. Identify the top row of the table to find the most recent order. The order number is located in the first column labeled ""Order #"", directly under the column headers.",235 @ 2024-01-01-00-13-13,235,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow demonstrated in the screenshots:

1.  On the product detail page, locate the review summary section beneath the ""IN STOCK"" and ""SKU"" details. Click on the link labeled ""12 Reviews"" located immediately to the right of the orange star rating icons and to the left of the ""Add Your Review"" link.
2.  The page will display the ""Customer Reviews"" tab. Scroll down the page to read through the listed reviews. Continue scrolling past the individual reviews until you reach the bottom of the list where the pagination controls are located (just above the ""You're reviewing:"" input form).
3.  Click on the ""Next"" page button, which is represented by a right-facing arrow icon (`>`) inside a square border. This button is located in the pagination bar, to the right of the page number ""2"".",163 @ 2024-01-13-17-57-52,163,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow ""Identify the customer(s) with the second most number of orders in history"":

1.  Navigate to the reporting section by clicking the **REPORTS** icon (bar chart symbol) located in the main navigation sidebar on the left side of the screen.
2.  In the ""Reports"" menu overlay, locate the ""Customers"" column in the center and click on the **Order Count** link.
3.  Prepare to set the ""From"" date range to cover the entire history. Click on the **calendar icon** located inside the ""From"" date input field.
4.  In the date picker pop-up, click the **Month dropdown** (displaying the current month, e.g., ""Dec"") to begin changing the date range.
5.  Click the **Year dropdown** (displaying the current year, e.g., ""2023"") located to the right of the month dropdown.
6.  A scrollable list of years will appear. Scroll down the list and click on **1923** to set the start year to the earliest available option.
7.  Select the starting month by clicking on **Jan** (January) in the month grid view.
8.  Select the starting day by clicking on **1** in the calendar grid to set the date to January 1, 1923.
9.  Set the ""To"" date range. Click on the **calendar icon** located inside the ""To"" date input field.
10. Click on the current date (e.g., **27**) in the calendar grid to set the end date.
11. Change the report aggregation. Click the **Show By** dropdown menu (currently set to ""Day"") and select **Year**.
12. Click the **Refresh** button located to the right of the ""Show By"" dropdown to generate the report.
13. The report will initially show empty records for the yearly intervals. Scroll down to the bottom of the page to reveal the detailed customer data grid. The list is sorted by order count, allowing you to identify the customer(s) with the second highest number of orders (in this case, multiple customers are tied with 5 orders, second to the top customer with 8).",63 @ 2023-12-27-00-04-48,63,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the observed workflow:

1.  From the homepage, click on the ""Advanced Search"" link located immediately below the main search bar on the right-hand side of the page header.
2.  On the ""Advanced Search"" page, click into the text input field labeled ""Product Name"" located under the ""Search Settings"" heading.
3.  Type the text ""mouth guard"" into the ""Product Name"" field.
4.  Click into the text input field labeled ""Description"", which is the third field down in the form.
5.  Type the text ""teeth grinding"" into the ""Description"" field.
6.  Click the blue ""Search"" button located at the bottom of the form to submit the query.
7.  On the search results page (""Catalog Advanced Search""), click the ""Sort By"" dropdown menu located above the product grid on the right side of the screen. The dropdown will initially display ""Product Name"".
8.  Select ""Price"" from the list of options in the dropdown menu to sort the products by cost.
9.  The page will refresh showing products sorted by price (ascending). Scroll up slightly to ensure the sorting controls are fully visible.
10. Click the arrow icon located directly to the right of the ""Sort By"" dropdown menu to change the sort direction from ascending to descending (highest price to lowest price).",125 @ 2023-12-27-12-53-48,125,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the observed workflow:

1.  Navigate to the vertical sidebar menu on the far left of the screen and click on the **REPORTS** menu item, which is represented by a bar graph icon.
2.  A large flyout menu titled ""Reports"" will appear. Look under the ""Products"" column heading and click on the **Bestsellers** link.
3.  On the ""Bestsellers Report"" page, locate the ""Filter"" section. Click on the dropdown menu next to the label **Period**, which defaults to ""Day"".
4.  Select **Year** from the options provided in the dropdown list.
5.  Click into the text input field located to the right of the **From \*** label.
6.  Type the date `01/01/2022` into the ""From"" field to specify the start of the reporting period.
7.  Click into the text input field located to the right of the **To \*** label.
8.  Type the date `12/31/2022` into the ""To"" field to specify the end of the reporting period.
9.  Click the orange **Show Report** button located in the top-right corner of the page content area to generate the list of best-selling products for the specified year.",3 @ 2023-12-25-15-31-51,3,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Based on the screenshots and actions provided, here is the Standard Operating Procedure (SOP) for the workflow:

1.  Navigate to the ""Clothing, Shoes & Jewelry"" category by clicking on the text link labeled ""Clothing, Shoes & Jewelry"" located in the main horizontal navigation bar at the top of the homepage.
2.  On the category page, locate the ""Shop By"" sidebar on the left-hand side. Under the ""Category"" section, click on the link labeled ""Sport Specific Clothing"" to filter the results.
3.  Once the page updates, look at the ""Category"" section in the left sidebar again. Click on the link labeled ""Competitive Swimwear"" to further refine the product list.
4.  Locate the ""Sort By"" dropdown menu at the top right of the product grid, which is currently set to ""Position"". Click on this dropdown menu.
5.  Select ""Price"" from the dropdown options to change the sorting criterion.
6.  The list will likely sort by Price: Low to High by default. To see the most expensive item first, click the arrow icon located immediately to the right of the ""Sort By"" dropdown menu. This reverses the sort order to Descending.
7.  Scroll up slightly if necessary to ensure the top of the product grid is visible.
8.  Click on the name of the first product in the list (the most expensive item), which is labeled ""Women Cross Flower Beachwear Tankini Bandeau Bandage Bikini Set Push-Up Swimwear Bathing Suit Two Pieces Swimsuits"". This will take you to the specific product details page.",240 @ 2024-01-08-03-34-34,240,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for finding a customer by phone number in the Magento Admin interface:

1. On the main Dashboard screen, locate the navigation menu on the far left side. Click on the menu item labeled ""CUSTOMERS"", which is represented by a user icon.
2. A submenu will appear. Click on the link labeled ""All Customers"" to navigate to the customer management page.
3. On the Customers page, locate the control bar above the list of records. Click on the ""Filters"" button, which has a funnel icon, to expand the advanced search options.
4. In the expanded filter section, click into the text input field located directly underneath the label ""Phone"".
5. Type the phone number `(555) 229-3326` into the ""Phone"" text field.
6. Click the ""Apply Filters"" button located in the bottom right corner of the filter section.
7. The grid below will update to show the search results. Identify the customer ""Veronica Costello"" and the corresponding email address ""roni_cost@example.com"" in the filtered list.",212 @ 2023-12-31-15-14-14,212,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
"Here is the Standard Operating Procedure (SOP) for the workflow presented:

1. Navigate to the main vertical sidebar on the left side of the screen. Click on the menu item labeled ""REPORTS"", which is represented by a bar chart icon.
2. A large overlay menu titled ""Reports"" will appear. In the first column under the ""Sales"" header, click on the ""Orders"" link.
3. You will be redirected to the ""Orders Report"" page. In the ""Filter"" section, click on the dropdown menu labeled ""Period"", which is set to ""Day"" by default.
4. Select ""Month"" from the dropdown list to change the reporting interval.
5. Click on the text input field labeled ""From *"".
6. Type the start date ""5/1/22"" into the ""From"" field.
7. Click on the text input field labeled ""To *"".
8. Type the end date ""12/31/22"" into the ""To"" field.
9. Click the orange button labeled ""Show Report"" located in the top-right corner of the filter section to generate the data.
10. The page will refresh with the filtered results. Scroll down to view the table under the heading ""8 records found"" to see the monthly count of successful orders.",107 @ 2024-01-13-05-19-45,107,gemini-3-pro-preview,False,True,True,True,gemini-3-pro-preview--False--True--True--True
